case_enquiry_id,open_dt,target_dt,closed_dt,ontime,case_status,closure_reason,case_title,subject,reason,type,queue,department,submittedphoto,closedphoto,location,fire_district,pwd_district,city_council_district,police_district,neighborhood,neighborhood_services_district,ward,precinct,location_street_name,location_zipcode,latitude,longitude,source
101004400929,2022-07-25 08:03:00,2022-10-23 08:03:00,2022-07-28 14:40:43,ONTIME,Closed,Case Closed. Closed date : Thu Jul 28 14:40:43 EDT 2022 Resolved Called Carmen BHA lock was replaced called occupant to follow up she stated lock was repaired Cas closed ,DISP7/25Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,755 Tremont St  Roxbury  MA  02118,4,1C,7,D4,South End,6,Ward 4,0404,755 Tremont St,02118,42.3401,-71.0794,Constituent Call
101004458594,2022-08-30 12:19:00,2022-11-28 12:19:54,2022-09-08 18:43:15,ONTIME,Closed,Case Closed. Closed date : Thu Sep 08 18:43:15 EDT 2022 Resolved Na cause. Occupant states that the A/C has been fixed and no longer needs our services.  ,SCH9/8Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,45 Myrtle St  Boston  MA  02114,3,1B,1,A1,Beacon Hill,3,Ward 3,0306,45 Myrtle St,02114,42.3595,-71.0662,Constituent Call
101004592517,2022-12-06 09:10:00,2023-03-06 09:10:20,2022-12-09 11:15:35,ONTIME,Closed,Case Closed. Closed date : Fri Dec 09 11:15:35 EST 2022 Noted No code enforcement violation found at this time  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,https://spot-boston-res.cloudinary.com/image/upload/v1670602531/boston/production/n5h8vgrtxmitgpsohq4w.jpg#spot=3aa63af0-19e6-4e9a-bde8-2a2c37eb3a9c,205 Hamilton St  Dorchester  MA  02122,7,03,3,C11,Dorchester,8,Ward 15,1507,205 Hamilton St,02122,42.3046,-71.066,Constituent Call
101004468815,2022-09-06 10:39:00,2022-12-05 10:39:19,,OVERDUE,Open, ,SCH9/15/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,52 Guild St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,0905,52 Guild St,02119,42.3271,-71.09,Constituent Call
101004600809,2022-12-14 12:41:41,2023-03-14 12:41:40,2022-12-14 15:37:12,ONTIME,Closed,Case Closed. Closed date : 2022-12-14 15:37:12.37 Case Noted dup concern disp 12/14/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,19 Saint Rose St  Jamaica Plain  MA  02130,9,02,6,E13,Jamaica Plain,11,11,1110,19 Saint Rose St,02130,42.3052,-71.1152,Self Service
101004413493,2022-08-03 13:47:00,2022-11-01 13:47:44,,OVERDUE,Open, ,DISP8/3Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,30 Gove St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0104,30 Gove St,02128,42.372,-71.0377,Constituent Call
101004417866,2022-08-07 00:56:00,2022-11-05 00:56:53,2022-08-09 13:39:18,ONTIME,Closed,Case Closed. Closed date : Tue Aug 09 13:39:18 EDT 2022 Noted Violations found. Notice written. ,SCH8/9Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,39 Warren St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,09,0804,39 Warren St,02119,42.3293,-71.0836,Constituent Call
101004479011,2022-09-13 11:11:00,2022-12-12 11:11:06,2022-09-20 15:56:32,ONTIME,Closed,Case Closed. Closed date : Tue Sep 20 15:56:32 EDT 2022 Resolved No Cause  ,SCH 9/20 Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,496 Tremont St  Roxbury  MA  02116,4,1C,2,D4,Roxbury,6,05,0501,496 Tremont St,02116,42.3455,-71.0693,Constituent Call
101004612857,2022-12-28 15:32:00,2023-03-28 15:32:29,,ONTIME,Open, ,SCH1/6Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,41 Wrentham St  Dorchester  MA  02124,8,07,3,C11,Dorchester,7,Ward 16,1606,41 Wrentham St,02124,42.2879,-71.0616,Constituent Call
101004430865,2022-08-17 10:47:00,2022-11-15 10:47:35,2022-08-24 15:19:31,ONTIME,Closed,Case Closed. Closed date : Wed Aug 24 15:19:31 EDT 2022 Noted Notice written  ,SCH8/24Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,2-12 Joseph Agri St  South Boston  MA  02127,6,05,2,C6,South Boston / South Boston Waterfront,5,07,0705,2-12 Joseph Agri St,02127,42.3317,-71.0522,Constituent Call
101004430940,2022-08-17 11:26:00,2022-11-15 11:26:13,2022-08-26 13:46:13,ONTIME,Closed,Case Closed. Closed date : Fri Aug 26 13:46:13 EDT 2022 Noted Violations found. Notice written. ,SCH8/26Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,50 Englewood Ave  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2114,50 Englewood Ave,02135,42.3379,-71.1473,Constituent Call
101004490557,2022-09-21 18:42:00,2022-12-20 18:42:30,2022-09-22 13:03:09,ONTIME,Closed,Case Closed. Closed date : 2022-09-22 13:03:09.417 Case Noted Needs weekend appt  9/22/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1254 Commonwealth Ave  Allston  MA  02134,11,04,9,D14,Allston,15,21,2105,1254 Commonwealth Ave,02134,42.3494,-71.132,Constituent Call
101004453049,2022-08-26 11:19:00,2022-11-24 11:19:43,2022-09-06 13:21:08,ONTIME,Closed,Case Closed. Closed date : Tue Sep 06 13:21:08 EDT 2022 Resolved Upon arrival occupant stated issues were rectified. Case closed. ,SCH9/6Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,92 W Newton St  Roxbury  MA  02118,4,1C,2,D4,Roxbury,6,09,0901,92 W Newton St,02118,42.3407,-71.0761,Constituent Call
101004453584,2022-08-26 16:55:00,2022-11-24 16:55:23,2022-09-07 13:30:53,ONTIME,Closed,Case Closed. Closed date : Wed Sep 07 13:30:53 EDT 2022 Resolved Occupant no longer needs inspection. Case closed. ,SCH9/7Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Stellman Rd  Roslindale  MA  02131,12,02,5,E5,Roslindale,10,Ward 19,1913,25 Stellman Rd,02131,42.2891,-71.1234,Constituent Call
101004461322,2022-08-31 16:16:00,2022-11-29 16:16:08,2022-09-01 08:48:58,ONTIME,Closed,Case Closed. Closed date : 2022-09-01 08:48:58.723 Case Resolved called constituent maintenance is dealing with her fridge. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Park Ln  Boston  MA  02210,6,05,2,C6,Boston,5,06,0601,1 Park Ln,02210,42.3481,-71.0381,Constituent Call
101004524440,2022-10-12 13:29:00,2023-01-10 13:29:54,,ONTIME,Open, ,SCH10/14Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,18 Bradbury St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 22,2201,18 Bradbury St,02134,42.3588,-71.1322,Constituent Call
101004526936,2022-10-14 12:59:00,2023-01-12 12:59:47,2022-10-18 11:27:49,ONTIME,Closed,Case Closed. Closed date : 2022-10-18 11:27:49.153 Case Resolved Constituent called and said complaint was taken care of  would like to cancel. ,SCH10/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,146 Smith St  Mission Hill  MA  02120,9,10A,8,B2,Mission Hill,14,Ward 10,1002,146 Smith St,02120,42.3348,-71.1024,Constituent Call
101004527131,2022-10-14 15:16:00,2023-01-12 15:16:10,2022-10-21 14:54:45,ONTIME,Closed,Case Closed. Closed date : Fri Oct 21 14:54:45 EDT 2022 Resolved Manager Nancy explain trash pick up daily and on request. They are replacing all 12 floors with handle to trash compactor. All barrows are clean a d empty. Spoke to Regina which agree no violations  ,SCH10/19Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,https://spot-boston-res.cloudinary.com/image/upload/v1666378477/boston/production/ltrqfo3742jqsde1cygh.jpg#spot=4e5a6f47-f2e8-49cd-91c6-bff34be389dd | https://spot-boston-res.cloudinary.com/image/upload/v1666378478/boston/production/kfupetea6nsmhjvoqbdu.jpg#spot=d6700f6d-5a0b-446b-a014-fc6e16d4ae9d | https://spot-boston-res.cloudinary.com/image/upload/v1666378480/boston/production/xwlw2jdnvfgcrkgjw4qw.jpg#spot=e8375f8d-cf65-4a69-bf09-ebfeb0b8606d,757 Shawmut Ave  Mission Hill  MA  02120,7,10B,7,B2,Roxbury,13,Ward 9,0905,757 Shawmut Ave,02120,42.3321,-71.0843,Constituent Call
101004532134,2022-10-19 08:59:00,2023-01-17 08:59:50,2022-10-19 12:54:17,ONTIME,Closed,Case Closed. Closed date : Wed Oct 19 12:54:17 EDT 2022 Noted No code violations found at above address  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,https://spot-boston-res.cloudinary.com/image/upload/v1666198447/boston/production/gvpnxbjxifwsmk9cvtbv.jpg#spot=3920b894-3a1e-4402-a3f1-77c865ebd104 | https://spot-boston-res.cloudinary.com/image/upload/v1666198450/boston/production/ywvc6v0nnrjxctlga95a.jpg#spot=d654709a-75e3-4422-8165-0dc45801c5b9,29 Mount Pleasant Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0804,29 Mount Pleasant Ave,02119,42.3273,-71.0797,Constituent Call
101004533533,2022-10-20 10:56:00,2023-01-18 10:56:00,2022-10-26 13:20:21,ONTIME,Closed,Case Closed. Closed date : Wed Oct 26 13:20:21 EDT 2022 Resolved No cause. Called twice  left message. Name not on buzzer system  ,SCH10/26Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,9 Commonwealth Ct  Brighton  MA  02135,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,9 Commonwealth Ct,02135,42.346,-71.14,Constituent Call
101004533972,2022-10-20 16:32:00,2023-01-18 16:32:01,,ONTIME,Open, ,SCH10/21Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,28A Adams St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 8,0803,28A Adams St,02119,42.3287,-71.076,Constituent Call
101004539815,2022-10-26 13:21:00,2023-01-24 13:21:59,2022-11-01 12:15:17,ONTIME,Closed,Case Closed. Closed date : Tue Nov 01 12:15:17 EDT 2022 Resolved Complainant stated condition was corrected. 11/1/22 ,SCH11/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,125 Amory St  Roxbury  MA  02119,9,10B,6,E13,Jamaica Plain,11,Ward 11,1104,125 Amory St,02119,42.3194,-71.1009,Constituent Call
101004488186,2022-09-20 10:06:00,2022-12-19 10:06:44,2022-09-20 11:17:08,ONTIME,Closed,Case Closed. Closed date : 2022-09-20 11:17:08.483 entered into isd ref: 101004488186  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,PWDx_Code Enforcement,PWDx,,,1185 Boylston St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 5,0502,1185 Boylston St,02215,42.3463,-71.0941,Constituent Call
101004488695,2022-09-20 14:31:00,2022-12-19 14:31:51,2022-10-04 18:26:42,ONTIME,Closed,Case Closed. Closed date : Tue Oct 04 18:26:42 EDT 2022 Resolved No Cause  Tenant/Landlord issues refer to bldg for occupancy into attic 9/27/22 ,SCH9/27Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,11 Glenway St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1406,11 Glenway St,02121,42.3013,-71.0847,Constituent Call
101004554626,2022-11-08 12:16:00,2023-02-06 12:16:16,,ONTIME,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Building (INTERNAL),ISD,,,189-191 Norwell St  Dorchester  MA  02124,8,03,4,B3,Dorchester,8,Ward 14,1402,189-191 Norwell St,02124,42.296,-71.0785,Self Service
101004506448,2022-09-26 20:40:00,2022-12-25 20:40:32,2022-09-28 13:02:36,ONTIME,Closed,Case Closed. Closed date : 2022-09-28 13:02:36.56 Case Noted called to cxl  9/28/22 ,SCH10/5Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,362 Commonwealth Ave  Boston  MA  02115,4,1C,8,D4,Back Bay,14,Ward 5,0509,362 Commonwealth Ave,02115,42.3488,-71.0881,Constituent Call
101004559925,2022-11-13 12:31:00,2023-02-11 12:31:59,,ONTIME,Open, ,SCH11/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,213 Beacon St  Boston  MA  02116,4,1C,8,D4,Back Bay,14,Ward 5,0507,213 Beacon St,02116,42.3539,-71.0773,Constituent Call
101004574537,2022-11-17 09:48:00,2023-02-15 09:48:52,2022-11-22 14:03:19,ONTIME,Closed,Case Closed. Closed date : Tue Nov 22 14:03:19 EST 2022 Resolved Violation order issued 11/22/22 ,SCH11/22Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,705 River St  Mattapan  MA  02126,8,08,5,E18,Hyde Park,9,Ward 18,1805,705 River St,02126,42.2646,-71.1026,Constituent Call
101004516210,2022-10-04 16:05:00,2023-01-02 16:05:03,2022-10-12 17:05:27,ONTIME,Closed,Case Closed. Closed date : Wed Oct 12 17:05:27 EDT 2022 Noted Notice written  ,SCH10/12Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,549 Bennington St  East Boston  MA  02128,1,09,1,A7,East Boston,1,Ward 1,0111,549 Bennington St,02128,42.3821,-71.0191,Constituent Call
101004522580,2022-10-11 09:14:36,2023-01-09 09:14:36,2022-10-11 11:02:21,ONTIME,Closed,Case Closed. Closed date : 2022-10-11 11:02:21.65 Case Noted unable to contact 10/11/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1 Cedar St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,09,0905,1 Cedar St,02119,42.3594,-71.0587,Constituent Call
101004522598,2022-10-11 09:26:00,2023-01-09 09:26:00,2022-10-11 11:11:18,ONTIME,Closed,Case Closed. Closed date : 2022-10-11 11:11:18.99 Case Noted unable to contact 10/11/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,3 Cedar St  Roxbury  MA  02119,9,10B,7,B2,Roxbury,13,09,0905,3 Cedar St,02119,42.3244,-71.0889,Constituent Call
101004535652,2022-10-22 10:32:00,2023-01-20 10:32:21,2022-10-24 10:27:28,ONTIME,Closed,Case Closed. Closed date : 2022-10-24 10:27:28.527 Case Resolved Called constituent lanlord will fix stove. ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,99 Esmond St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1407,99 Esmond St,02121,42.2965,-71.0838,Constituent Call
101004598352,2022-12-12 09:18:00,2023-03-12 09:18:28,2022-12-14 08:48:29,ONTIME,Closed,Case Closed. Closed date : Wed Dec 14 08:48:29 EST 2022 Resolved No cause. ,SCH12/13Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,258 Norwell St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1703,258 Norwell St,02124,42.2936,-71.0776,Constituent Call
101004538086,2022-10-25 07:55:00,2023-01-23 07:55:47,2022-11-01 13:21:18,ONTIME,Closed,Case Closed. Closed date : Tue Nov 01 13:21:18 EDT 2022 Resolved No violations found. Possible duplicate  Inspector Handley recently did re-inspection on 10/12 for same issue. Case closed. ,SCH11/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,https://spot-boston-res.cloudinary.com/image/upload/v1667323271/boston/production/ms0dunhd0xfq7jdhyprz.jpg#spot=71205808-6b21-438f-8cac-9a46a41317d8,8 S Huntington Ave  Mission Hill  MA  02130,9,10A,6,E13,Mission Hill,11,10,1008,8 S Huntington Ave,02130,42.3318,-71.1117,Constituent Call
101004538161,2022-10-25 08:35:00,2023-01-23 08:35:13,2022-11-04 08:22:36,ONTIME,Closed,Case Closed. Closed date : Fri Nov 04 08:22:36 EDT 2022 Noted Notice written  ,SCH11/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,32 Monsignor Dennis F. O'Callaghan Way  South Boston  MA  02127,6,05,2,C6,South Boston,5,07,0707,32 Monsignor Dennis F. O'Callaghan Way,02127,42.3247,-71.0541,Constituent Call
101004539804,2022-10-26 13:17:30,2023-01-24 13:17:30,2022-10-26 13:28:54,ONTIME,Closed,Case Closed. Closed date : 2022-10-26 13:28:54.873 Failed e-form ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,125 Amory St  Roxbury  MA  02119,9,10B,6,E13,Roxbury,11,11,1104,125 Amory St,02119,42.3594,-71.0587,Constituent Call
101004607092,2022-12-21 12:19:00,2023-03-21 12:19:49,,ONTIME,Open, ,SCH1/18Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,46 Evelyn St  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 14,1414,46 Evelyn St,02126,42.2794,-71.0909,Constituent Call
101004613876,2022-12-29 15:21:00,2023-03-29 15:21:56,2023-01-04 11:25:07,ONTIME,Closed,Case Closed. Closed date : Wed Jan 04 11:25:07 EST 2023 Resolved No Cause will contact the state for elevator inspection  ,SCH1/4Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,91 Regent St  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,Ward 9,0905,91 Regent St,02119,42.3235,-71.0877,Constituent Call
101004614322,2022-12-30 09:13:00,2023-03-30 09:13:52,2023-01-06 09:39:17,ONTIME,Closed,Case Closed. Closed date : Fri Jan 06 09:39:17 EST 2023 Noted Notice written. ,SCH1/5Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,31 Regina Rd  Dorchester  MA  02124,8,07,4,C11,Dorchester,9,Ward 17,1703,31 Regina Rd,02124,42.2953,-71.0702,Constituent Call
101004554617,2022-11-08 12:10:00,2023-02-06 12:10:53,2022-11-16 11:21:46,ONTIME,Closed,Case Closed. Closed date : Wed Nov 16 11:21:46 EST 2022 Noted Notice written. ,SCH11/15Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,68 Norfolk St  Dorchester  MA  02124,8,07,4,B3,Dorchester,9,Ward 17,1708,68 Norfolk St,02124,42.2887,-71.0745,Constituent Call
101004555655,2022-11-09 08:41:00,2023-02-07 08:41:27,,ONTIME,Open, ,DISP11/9Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,62 Ridgemont St  Allston  MA  02134,11,04,9,D14,Allston / Brighton,15,Ward 21,2109,62 Ridgemont St,02134,42.3509,-71.143,Constituent Call
101004574584,2022-11-17 10:09:00,2023-02-15 10:09:00,2022-11-17 10:36:25,ONTIME,Closed,Case Closed. Closed date : 2022-11-17 10:36:25.087 Case Noted no information provided  11/17/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,54 Annunciation Rd  Mission Hill  MA  02120,9,10A,7,B2,Mission Hill,13,Ward 4,0409,54 Annunciation Rd,02120,42.3349,-71.0928,Constituent Call
101004578111,2022-11-21 09:21:23,2023-02-19 09:21:23,2022-11-21 13:22:53,ONTIME,Closed,Case Closed. Closed date : 2022-11-21 13:22:53.617 Case Invalid between tenant and landlord  11/21/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,150 Ellington St  Dorchester  MA  02121,7,03,4,B3,Greater Mattapan,8,Ward 14,1406,150 Ellington St,02121,42.3023,-71.0796,Constituent Call
101004578723,2022-11-21 15:57:50,2023-02-19 15:57:50,2022-11-21 16:02:03,ONTIME,Closed,Case Closed. Closed date : 2022-11-21 16:02:03.273 Duplicate of Existing Case Case was already created and scheduled  ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,9 McNulty Ct  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,Ward 2,0202,9 McNulty Ct,02129,42.378,-71.0576,Constituent Call
101004614335,2022-12-30 09:23:00,2023-03-30 09:23:02,,ONTIME,Open, ,SCH1/4Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,42 Park St  Charlestown  MA  02129,3,1A,1,A15,Charlestown,2,02,0201,42 Park St,02129,42.3735,-71.0608,Constituent Call
101004125613,2022-01-13 20:34:00,2022-04-13 20:34:39,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Building (INTERNAL),ISD,,,4236 Washington St  Roslindale  MA  02131,12,06,5,E5,Roslindale,10,19,1910,4236 Washington St,02131,42.2859,-71.128,Constituent Call
101004143401,2022-01-21 23:15:00,2022-04-21 23:15:42,2022-02-03 14:04:15,ONTIME,Closed,Case Closed. Closed date : Thu Feb 03 14:04:15 EST 2022 Resolved No answer  no access. Case closed. ,SCHEDULED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,137 Peterborough St  Boston  MA  02215,4,10A,8,D4,Fenway / Kenmore / Audubon Circle / Longwood,14,Ward 21,2101,137 Peterborough St,02215,42.3429,-71.1012,Constituent Call
101004145354,2022-01-24 15:00:00,2022-04-24 15:00:11,2022-01-31 14:17:10,ONTIME,Closed,Case Closed. Closed date : Mon Jan 31 14:17:10 EST 2022 Resolved Heat restored ,DISPATCHED Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,70 Chiswick Rd  Brighton  MA  02135,11,04,9,D14,Brighton,15,21,2115,70 Chiswick Rd,02135,42.3594,-71.0587,Constituent Call
101004164885,2022-02-04 03:37:00,2022-05-05 03:37:13,2022-02-06 09:51:31,ONTIME,Closed,Case Closed. Closed date : Sun Feb 06 09:51:31 EST 2022 Noted Notice Written 2/5/22 ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,25 Bradford Rd  Mattapan  MA  02126,8,07,4,B3,Greater Mattapan,9,Ward 18,1801,25 Bradford Rd,02126,42.2712,-71.0784,Constituent Call
101004169226,2022-02-07 14:37:00,2022-05-08 14:37:16,2022-02-10 13:06:51,ONTIME,Closed,Case Closed. Closed date : Thu Feb 10 13:06:51 EST 2022 Resolved No answer  ,SCH 2/10Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,91 Centre St  Dorchester  MA  02124,8,07,4,C11,Dorchester,8,Ward 17,1706,91 Centre St,02124,42.2912,-71.0676,Constituent Call
101004177510,2022-02-13 20:33:00,2022-05-14 20:33:25,2022-02-16 10:20:19,ONTIME,Closed,Case Closed. Closed date : Wed Feb 16 10:20:19 EST 2022 Resolved Violation order issued  ,SCH 2/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,1340 River St  Hyde Park  MA  02136,12,08,5,E18,Hyde Park,10,Ward 18,1818,1340 River St,02136,42.2551,-71.1273,Constituent Call
101004199382,2022-02-24 09:07:00,2022-05-25 09:07:53,2022-03-01 15:43:39,ONTIME,Closed,Case Closed. Closed date : Tue Mar 01 15:43:39 EST 2022 Noted One radiator not working (front bedroom). Owner was present at time of inspection and will have plumber make repairs.  ,SCH3/1Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,452 Ashmont St  Dorchester  MA  02122,8,07,3,C11,Dorchester,7,Ward 16,1607,452 Ashmont St,02122,42.2887,-71.0545,Constituent Call
101004208742,2022-03-03 13:27:00,2022-06-01 13:27:02,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,12 Arion St  Dorchester  MA  02125,7,03,7,B2,Dorchester,13,Ward 13,1305,12 Arion St,02125,42.3163,-71.0668,Constituent Call
101004211453,2022-03-06 14:50:19,2022-06-04 14:50:19,2022-03-07 07:14:12,ONTIME,Closed,Case Closed. Closed date : 2022-03-07 07:14:12.86 wrong address ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,225 Blue Hill Ave  Roxbury  MA  02119,7,10B,7,B2,Roxbury,13,12,1204,225 Blue Hill Ave,02119,42.3594,-71.0587,Constituent Call
101004216166,2022-03-10 09:50:00,2022-06-08 09:50:23,2022-03-16 13:39:31,ONTIME,Closed,Case Closed. Closed date : Wed Mar 16 13:39:31 EDT 2022 Resolved Inspection conducted abatement notice to be written  ,SCH3/16Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Housing (INTERNAL),ISD,,,6 Brookview St  Dorchester  MA  02124,8,07,4,B3,Greater Mattapan,9,Ward 14,1411,6 Brookview St,02124,42.2885,-71.0907,Constituent Call
101004217419,2022-03-11 10:16:00,2022-06-09 10:16:55,,OVERDUE,Open, ,Maintenance Complaint - Residential,Inspectional Services,Housing,Maintenance Complaint - Residential,ISD_Building (INTERNAL),ISD,,,241 W Canton St  Boston  MA  02116,4,1C,2,D4,South End,6,Ward 4,0402,241 W Canton St,02116,42.3458,-71.0776,Self Service
