,case_no,status_dttm,status,code,value,description,violation_stno,violation_sthigh,violation_street,violation_suffix,violation_city,violation_state,violation_zip,ward,contact_addr1,contact_addr2,contact_city,contact_state,contact_zip,sam_id,latitude,longitude,location,neighborhood
13908,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13909,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.551,,Screens for Windows - Owner shall provide screens for all windows on the first 4 floors opening directly to the outside; shall be tight fitting; shall cover opening part of window designed to open,239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13910,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13911,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.150 D,,"Sinks, Toilets, Tubs, Showers (Fixtures) - Shall have a smooth and impervious surface free from defects",239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13913,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13914,HVIOL-244410,2015-06-19 11:29:56,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",239,,Bowdoin,ST,Dorchester,MA,02122,15,19 CONCORD AVE,,canton,MA,02021,17688,42.30590999996637,-71.0670800016451,"42.305909999966374 , -71.0670800016451",Dorchester
13915,HVIOL-244407,2015-06-19 11:22:48,Closed,CMR410.505,,Occupants Responsibility Respecting Structural Elements - Occupant shall exercise reasonable care in the use of all structural elements of the dwelling.,3,,Forbes,ST,Jamaica Plain,MA,02130,19,3 Forbes Street,#1R,boston,MA,02130,236415,42.32202999998012,-71.10842000128338,"42.32202999998012 , -71.10842000128338",Jamaica Plain
13916,HVIOL-244400,2015-06-19 10:59:22,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",49,,Stellman,RD,Roslindale,MA,02131,19,1876 Beacon Street,,brookline,MA,02445,314391,42.288770000022815,-71.12178000127521,"42.288770000022815 , -71.12178000127521",Roslindale
13917,HVIOL-244400,2015-06-19 10:59:22,Closed,CMR410.602 D,,"Maint. of Areas Free from Garbage & Rubbish(Common Areas) - In any dwelling, the owner shall be responsible for maintaining in a clean and sanitary condition free of garbage, rubbish, filth all common areas.",49,,Stellman,RD,Roslindale,MA,02131,19,1876 Beacon Street,,brookline,MA,02445,314391,42.288770000022815,-71.12178000127521,"42.288770000022815 , -71.12178000127521",Roslindale
13918,HVIOL-244400,2015-06-19 10:59:22,Closed,CMR410.501 B,,Weathertight Doors,49,,Stellman,RD,Roslindale,MA,02131,19,1876 Beacon Street,,brookline,MA,02445,314391,42.288770000022815,-71.12178000127521,"42.288770000022815 , -71.12178000127521",Roslindale
13919,HVIOL-244384,2015-06-19 10:04:57,Open,CMR410.481,,POST OWNER NAME,5,,Coleman,ST,Dorchester,MA,02125,15,5 COLEMAN ST,,dorchester,MA,02125,34676,42.30917000006507,-71.0652000012876,"42.30917000006507 , -71.0652000012876",Dorchester
13920,HVIOL-244384,2015-06-19 10:04:57,Open,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",5,,Coleman,ST,Dorchester,MA,02125,15,5 COLEMAN ST,,dorchester,MA,02125,34676,42.30917000006507,-71.0652000012876,"42.30917000006507 , -71.0652000012876",Dorchester
13921,HVIOL-244384,2015-06-19 10:04:57,Open,CMR410.501 B,,Weathertight Doors,5,,Coleman,ST,Dorchester,MA,02125,15,5 COLEMAN ST,,dorchester,MA,02125,34676,42.30917000006507,-71.0652000012876,"42.30917000006507 , -71.0652000012876",Dorchester
13922,HVIOL-244384,2015-06-19 10:04:57,Open,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",5,,Coleman,ST,Dorchester,MA,02125,15,5 COLEMAN ST,,dorchester,MA,02125,34676,42.30917000006507,-71.0652000012876,"42.30917000006507 , -71.0652000012876",Dorchester
13924,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13925,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13926,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13927,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13928,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13929,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13930,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13931,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13932,HVIOL-244360,2015-06-19 09:22:00,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",2,,Miles,ST,Roxbury,MA,02119,11,15 Rutland Square,,brockton,MA,02301,275378,42.31889000003694,-71.09969000124248,"42.31889000003694 , -71.09969000124248",Roxbury
13933,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13934,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13935,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13936,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13937,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13938,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13939,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13940,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13941,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13942,HVIOL-244290,2015-06-18 16:59:29,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,12,,Westminster,ST,Mission Hill,MA,02120,09,1059 Tremont Street,,boston,MA,02120,148623,42.33539999953037,-71.08292000163584,"42.33539999953037 , -71.08292000163584",South End
13943,HVIOL-244215,2015-06-18 11:23:05,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",9,,Wilson,PARK,Brighton,MA,02135,21,44 CUSHING AVE                    ,,belmont,MA,02478-2709,150515,42.34111000012596,-71.14639000089097,"42.34111000012596 , -71.14639000089097",Brighton
13944,HVIOL-244202,2015-06-18 10:56:51,Closed,CMR410.482 B,,Smoke Detectors & Carbon Monoxide Alarms - Board of Health shall notify chief of local fire dpmt of any violations under 105 CMR 410.482,102,,Elm Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,229576,42.30910000001524,-71.08753000124545,"42.309100000015235 , -71.08753000124545",Roxbury
13945,HVIOL-244202,2015-06-18 10:56:51,Closed,CMR410.480 A,,"Door Locks-Owner, install & maintain - Every dwelling unit able to be secured against unlawful entry.",102,,Elm Hill,AVE,Dorchester,MA,02121,12,536 Granite St,,braintree,MA,02189,229576,42.30910000001524,-71.08753000124545,"42.309100000015235 , -71.08753000124545",Roxbury
13946,HVIOL-244201,2015-06-18 10:56:20,Closed,CMR410.602 B,,"Maint. of Areas Free from Garbage & Rubbish(Units) - Occupantof any dwelling unit shall be responsible for maintaining in a clean and sanitary condition and free of garbage, rubbish, other filth or causes of sickness that part of the dwelling which he excusively occupies or controls.",125,,Centre,ST,Roxbury,MA,02119,11,125 Centre Street,,jamaica plain,MA,02130,203139,42.327032000034286,-71.09636600120578,"42.327032000034286 , -71.09636600120578",Roxbury
13947,HVIOL-244176,2015-06-18 10:02:37,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",35,,Adamson,ST,Allston,MA,02134,22,945 Randolph St,,canton,MA,02021,176060,42.35821000000763,-71.13558000121041,"42.35821000000763 , -71.13558000121041",Allston
13950,HVIOL-244158,2015-06-18 09:25:59,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",35,,Adamson,ST,Allston,MA,02134,22,945 Randolph St,,canton,MA,02120,176060,42.35821000000763,-71.13558000121041,"42.35821000000763 , -71.13558000121041",Allston
13952,HVIOL-244152,2015-06-18 09:07:15,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",64, ,Corey,RD,Brighton,MA,02135,21,43 CHEROKEE RD                    ,,canton,MA,02021-1204,42706,42.34019000001115,-71.1428200009666,"42.34019000001115 , -71.1428200009666",Beaconsfield
13953,HVIOL-244152,2015-06-18 09:07:15,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",64, ,Corey,RD,Brighton,MA,02135,21,43 CHEROKEE RD                    ,,canton,MA,02021-1204,42706,42.34019000001115,-71.1428200009666,"42.34019000001115 , -71.1428200009666",Beaconsfield
13955,HVIOL-244150,2015-06-18 09:00:59,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",1427,,Commonwealth,AVE,Allston,MA,02135,21,1427 COMMONWEALTH AV #6-204,,brighton,MA,02135,37647,42.34915999985508,-71.1395900013416,"42.349159999855075 , -71.1395900013416",Allston
13956,HVIOL-244067,2015-06-17 15:18:08,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",17,,Woodhaven,ST,Mattapan,MA,02126,18,17 WOODHAVEN ST,,mattapan,MA,02126-1726,151569,42.27322000028428,-71.09487000120808,"42.273220000284276 , -71.09487000120808",Mattapan
13957,HVIOL-244067,2015-06-17 15:18:08,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",17,,Woodhaven,ST,Mattapan,MA,02126,18,17 WOODHAVEN ST,,mattapan,MA,02126-1726,151569,42.27322000028428,-71.09487000120808,"42.273220000284276 , -71.09487000120808",Mattapan
13958,HVIOL-244063,2015-06-17 15:12:49,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",35,,Norton,ST,Dorchester,MA,02122,15,35 NORTON ST,,dorchester,MA,02125-2537,103950,42.30642000005763,-71.06895000153365,"42.30642000005763 , -71.06895000153365",Dorchester
13959,HVIOL-244059,2015-06-17 14:51:33,Closed,CMR410.190,,"Hot Water - Facilities for providing a min. temperature of hot water at 110F , max. temperature 130F",5,7,Belnel,RD,Mattapan,MA,02126,18,5 BELNEL RD,,mattapan,MA,02126-1921,14230,42.26290299954563,-71.104615001663,"42.26290299954563 , -71.104615001663",Hyde Park
13960,HVIOL-244040,2015-06-17 12:17:50,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",4,6,Trull,ST,Dorchester,MA,02125,15,C/O NGA HOANG PHAN,4 TRULL ST,dorchester,MA,02125-2126,138473,42.31253000027882,-71.06499000159788,"42.31253000027882 , -71.06499000159788",Dorchester
13961,HVIOL-244040,2015-06-17 12:17:50,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",4,6,Trull,ST,Dorchester,MA,02125,15,C/O NGA HOANG PHAN,4 TRULL ST,dorchester,MA,02125-2126,138473,42.31253000027882,-71.06499000159788,"42.31253000027882 , -71.06499000159788",Dorchester
13962,HVIOL-244040,2015-06-17 12:17:50,Closed,CMR410.482 A,,"Smoke Detectors & Carbon Monoxide Alarms - Owner shall provide, install and maintain in operable condition smoke detectors and carbon monoxide alarms",4,6,Trull,ST,Dorchester,MA,02125,15,C/O NGA HOANG PHAN,4 TRULL ST,dorchester,MA,02125-2126,138473,42.31253000027882,-71.06499000159788,"42.31253000027882 , -71.06499000159788",Dorchester
13963,HVIOL-244040,2015-06-17 12:17:50,Closed,CMR410.300,,Drainage System - Owner shall provide a sanitary drainage system connected to the public sewerage system.,4,6,Trull,ST,Dorchester,MA,02125,15,C/O NGA HOANG PHAN,4 TRULL ST,dorchester,MA,02125-2126,138473,42.31253000027882,-71.06499000159788,"42.31253000027882 , -71.06499000159788",Dorchester
13964,HVIOL-244040,2015-06-17 12:17:50,Closed,CMR410.350 A,,"Plumbing Connections - Kitchen sink, wash basin and shower or toilet shall be connected to hot and cold water lines, and sanitary drainage system.",4,6,Trull,ST,Dorchester,MA,02125,15,C/O NGA HOANG PHAN,4 TRULL ST,dorchester,MA,02125-2126,138473,42.31253000027882,-71.06499000159788,"42.31253000027882 , -71.06499000159788",Dorchester
13965,HVIOL-244032,2015-06-17 12:00:51,Open,CMR410.254 B,,"Light in Passageways, Hallways, Stairways - Less than 3 units, Owner is responsible unless letting agreement is provided stating that dwelling unit is responsible for adjacent common area lighting;notify other occupants.",220,,Saratoga,ST,East Boston,MA,02128,01,854 Hntington Ave,,boston,MA,02115,305810,42.37788999999497,-71.03341000120112,"42.37788999999497 , -71.03341000120112",East Boston
13966,HVIOL-244014,2015-06-17 10:58:24,Closed,CMR410.602 A,,"Maint. of Areas Free from Garbage & Rubbish(Land) - The owner of any parcel of land, vacant or otherwise, shall be responsible for maintaining such parcel of land in a clean and sanitary condition.",96,,Milton,AVE,Dorchester,MA,02124,17,96 MILTON AV,,dorchester,MA,02124-4317,95771,42.282350000317,-71.0759200008432,"42.282350000317 , -71.0759200008432",Dorchester
13969,HVIOL-243901,2015-06-16 16:51:47,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,144,,Dudley,ST,Roxbury,MA,02119,09,233 Blue Hill Avenue,,roxbury,MA,02119,226481,42.32886999998387,-71.08377000126681,"42.32886999998387 , -71.08377000126681",Roxbury
13970,HVIOL-243901,2015-06-16 16:51:47,Closed,CMR410.480 E,,"Window Locks-Owner, install & maintain - ALL openable ext. window shall be capable of being secured.",144,,Dudley,ST,Roxbury,MA,02119,09,233 Blue Hill Avenue,,roxbury,MA,02119,226481,42.32886999998387,-71.08377000126681,"42.32886999998387 , -71.08377000126681",Roxbury
13971,HVIOL-243901,2015-06-16 16:51:47,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",144,,Dudley,ST,Roxbury,MA,02119,09,233 Blue Hill Avenue,,roxbury,MA,02119,226481,42.32886999998387,-71.08377000126681,"42.32886999998387 , -71.08377000126681",Roxbury
13972,HVIOL-243882,2015-06-16 14:28:23,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",115,,Havre,ST,East Boston,MA,02128,01,40 Everett Street,,east boston,MA,02128,249485,42.37261699998778,-71.03811600119353,"42.372616999987784 , -71.03811600119353",East Boston
13973,HVIOL-243882,2015-06-16 14:28:23,Closed,CMR410.280 A,,"Room Ventilation- window or door to exterior opened to a min of 4% of floor area of that habitable room, or room containing a toilet, bathtub or shower.",115,,Havre,ST,East Boston,MA,02128,01,40 Everett Street,,east boston,MA,02128,249485,42.37261699998778,-71.03811600119353,"42.372616999987784 , -71.03811600119353",East Boston
13974,HVIOL-243882,2015-06-16 14:28:23,Closed,CMR410.550 A,,"Extermination of Insects, Rodents and Skunks - Occupant of a dwelling containing one dwelling unit shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them ",115,,Havre,ST,East Boston,MA,02128,01,40 Everett Street,,east boston,MA,02128,249485,42.37261699998778,-71.03811600119353,"42.372616999987784 , -71.03811600119353",East Boston
13975,HVIOL-243882,2015-06-16 14:28:23,Closed,CMR410.481,,POST OWNER NAME,115,,Havre,ST,East Boston,MA,02128,01,40 Everett Street,,east boston,MA,02128,249485,42.37261699998778,-71.03811600119353,"42.372616999987784 , -71.03811600119353",East Boston
13976,HVIOL-243878,2015-06-16 13:37:26,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",164,,Springfield,ST,Roxbury,MA,02118,09,164 West Springfield Street,Apartment A,boston,MA,,313588,42.33921000004207,-71.07925000120481,"42.339210000042065 , -71.07925000120481",South End
13977,HVIOL-243878,2015-06-16 13:37:26,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",164,,Springfield,ST,Roxbury,MA,02118,09,164 West Springfield Street,Apartment A,boston,MA,,313588,42.33921000004207,-71.07925000120481,"42.339210000042065 , -71.07925000120481",South End
13978,HVIOL-243878,2015-06-16 13:37:26,Closed,CMR410.351 B,,Owners Installation/Maintenance Responsibility - All Owner-installed optional equipment,164,,Springfield,ST,Roxbury,MA,02118,09,164 West Springfield Street,Apartment A,boston,MA,,313588,42.33921000004207,-71.07925000120481,"42.339210000042065 , -71.07925000120481",South End
13979,HVIOL-243849,2015-06-16 11:09:07,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",551,,Massachusetts,AV,Roxbury,MA,02118,09,792 Tremont Street,,boston,MA,02118,92374,42.33787177777593,-71.0794275809691,"42.33787177777593 , -71.0794275809691",South End
13980,HVIOL-243849,2015-06-16 11:09:07,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",551,,Massachusetts,AV,Roxbury,MA,02118,09,792 Tremont Street,,boston,MA,02118,92374,42.33787177777593,-71.0794275809691,"42.33787177777593 , -71.0794275809691",South End
13981,HVIOL-243827,2015-06-16 10:37:13,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",1855,,Washington,ST,Roxbury,MA,02118,09,1855 Washington St,suite 2,boston,MA,02118,330710,42.3353100000068,-71.07890000118972,"42.3353100000068 , -71.07890000118972",South End
13982,HVIOL-243827,2015-06-16 10:37:13,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",1855,,Washington,ST,Roxbury,MA,02118,09,1855 Washington St,suite 2,boston,MA,02118,330710,42.3353100000068,-71.07890000118972,"42.3353100000068 , -71.07890000118972",South End
13983,HVIOL-243129,2015-06-10 14:10:30,Closed,CMR410.500,,"Owners Responsibility to Maintain Structural Elements - Structural elements  shall be maintained free from holes, cracks, loose plaster, or other defects.",36,,Belmont,ST,Charlestown,MA,02129,02,36 BELMONT ST,,charlestown,MA,02129,14150,42.38142593690246,-71.0653186512919,"42.38142593690246 , -71.0653186512919",Charlestown
13984,HVIOL-243827,2015-06-16 10:37:13,Closed,CMR410.150 A,,"Sinks, Toilets, Tubs, Showers - Owner shall provide a toilet, a wash basin, bathtub or shower in another room which is not used for living, sleeping, cooking or eating; room must be fitted with a door capable of being closed",1855,,Washington,ST,Roxbury,MA,02118,09,1855 Washington St,suite 2,boston,MA,02118,330710,42.3353100000068,-71.07890000118972,"42.3353100000068 , -71.07890000118972",South End
13985,HVIOL-243827,2015-06-16 10:37:13,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",1855,,Washington,ST,Roxbury,MA,02118,09,1855 Washington St,suite 2,boston,MA,02118,330710,42.3353100000068,-71.07890000118972,"42.3353100000068 , -71.07890000118972",South End
13992,HVIOL-243762,2015-06-16 09:10:16,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",4,,Hosmer,ST,Mattapan,MA,02126,14,C/O CHRIS ANDERSON,404 S HUNTINGTON AVE,jamaica plain,MA,02130-4835,75393,42.28157000033745,-71.09167000113203,"42.28157000033745 , -71.09167000113203",Mattapan
13995,HVIOL-243669,2015-06-15 15:00:38,Closed,CMR410.550 B,,"Extermination of Insects, Rodents and Skunks - The owner of a dwelling containing two or more dwelling units shall maintain it and its premises free from all rodents, cockroaches and insect infestation and shall be responsible for exterminating them",81,,Saint Andrew,RD,East Boston,MA,02128,01,81 Andrew Rd,,east boston,MA,02128,303369,42.383899999983086,-71.00155000123316,"42.383899999983086 , -71.00155000123316",East Boston
13996,HVIOL-243669,2015-06-15 15:00:38,Closed,CMR410.351 A,,"Owners Installation/Maintenance Responsibility - All facilities and equipment which are required by owner including but not limited to water, gas, electrical and heating, shall be installed in accordance with all accepted codes.",81,,Saint Andrew,RD,East Boston,MA,02128,01,81 Andrew Rd,,east boston,MA,02128,303369,42.383899999983086,-71.00155000123316,"42.383899999983086 , -71.00155000123316",East Boston
